route-views.amsix.routeviews.org 8821 80.249.208.12 20 CH ripencc TELEZUG WWZ Telekom AG TELEZUG, CH
route-views.saopaulo.routeviews.org 52940 187.16.219.84 50 BR lacnic NEMESIS Provedor de Acesso as Redes de Comunicacao, BR
route-views.saopaulo.routeviews.org 52863 187.16.219.162 893924 BR lacnic UPX TECHNOLOGIES, BR
route-views.saopaulo.routeviews.org 28283 187.16.220.93 1024 BR lacnic Adylnet Telecom, BR
route-views.saopaulo.routeviews.org 19551 187.16.220.160 610 US arin INCAPSULA, US
route-views.saopaulo.routeviews.org 53240 187.16.220.232 0 BR lacnic Net Onze Provedor de Acesso a Internet Eireli, BR
route-views.saopaulo.routeviews.org 262612 187.16.221.92 2 BR lacnic Piotr Piwowar, BR
route-views.saopaulo.routeviews.org 262757 187.16.223.117 32 BR lacnic Insidesign Tecnologia Ltda EPP, BR
route-views.saopaulo.routeviews.org 26162 187.16.223.253 166055 BR lacnic Nucleo de Inf. e Coord. do Ponto BR - NIC., BR
route-views.saopaulo.routeviews.org 26162 187.16.223.254 166960 BR lacnic Nucleo de Inf. e Coord. do Ponto BR - NIC., BR
route-views.saopaulo.routeviews.org 28571 2001:12f8::20 153435 BR lacnic UNIVERSIDADE DE SAO PAULO, BR
route-views.saopaulo.routeviews.org 28589 2001:12f8::228 7 BR lacnic Convex Internet Solutions, BR
route-views.saopaulo.routeviews.org 28329 2001:12f8::232 140187 BR lacnic G8 NETWORKS LTDA, BR
route-views.saopaulo.routeviews.org 20121 2001:12f8::252 0 BR lacnic Nucleo de Inf. e Coord. do Ponto BR - NIC., BR
route-views.saopaulo.routeviews.org 26162 2001:12f8::253 61032 BR lacnic Nucleo de Inf. e Coord. do Ponto BR - NIC., BR
route-views.saopaulo.routeviews.org 26162 2001:12f8::254 61011 BR lacnic Nucleo de Inf. e Coord. do Ponto BR - NIC., BR
route-views.sfmix.routeviews.org 12276 206.197.187.1 0 US arin SFMIX-MGMT, US
route-views.sfmix.routeviews.org 10310 206.197.187.9 275 US arin YAHOO-1, US
route-views.sfmix.routeviews.org 10310 206.197.187.24 275 US arin YAHOO-1, US
route-views.sfmix.routeviews.org 397715 206.197.187.30 1 US arin KPFA, US
route-views.sfmix.routeviews.org 47787 206.197.187.81 875897 PT ripencc EDGOO EDGOO NETWORKS, PT
route-views.sfmix.routeviews.org 397131 206.197.187.85 906079 CA arin EVERYTHINK-397131, CA
route-views.sfmix.routeviews.org 49544 206.197.187.87 242 NL ripencc I3DNET, NL
route-views.sfmix.routeviews.org 46997 206.197.187.100 17 US arin NATOLAB, US
route-views.sfmix.routeviews.org 34927 206.197.187.106 902825 CH ripencc IFOG-GMBH, CH
route-views.sfmix.routeviews.org 63055 206.197.187.253 108060 US arin SFMIX-RS, US
route-views.sfmix.routeviews.org 63055 206.197.187.254 100378 US arin SFMIX-RS, US
route-views.sfmix.routeviews.org 10310 2001:504:30::ba01:310:1 124 US arin YAHOO-1, US
route-views.sfmix.routeviews.org 10310 2001:504:30::ba01:310:2 124 US arin YAHOO-1, US
route-views.sfmix.routeviews.org 12276 2001:504:30::ba01:2276:1 0 US arin SFMIX-MGMT, US
route-views.sfmix.routeviews.org 34927 2001:504:30::ba03:4927:1 0 CH ripencc IFOG-GMBH, CH
route-views.sfmix.routeviews.org 46997 2001:504:30::ba04:6997:1 20 US arin NATOLAB, US
route-views.sfmix.routeviews.org 47787 2001:504:30::ba04:7787:1 135029 PT ripencc EDGOO EDGOO NETWORKS, PT
route-views.sfmix.routeviews.org 49544 2001:504:30::ba04:9544:1 68 NL ripencc I3DNET, NL
route-views.sfmix.routeviews.org 63055 2001:504:30::ba06:3055:1 50236 US arin SFMIX-RS, US
route-views.sfmix.routeviews.org 63055 2001:504:30::ba06:3055:2 2947 US arin SFMIX-RS, US
route-views.sfmix.routeviews.org 397131 2001:504:30::ba39:7131:1 140314 CA arin EVERYTHINK-397131, CA
route-views.sfmix.routeviews.org 397715 2001:504:30::ba39:7715:1 1 US arin KPFA, US
route-views.sg.routeviews.org 132337 27.111.228.134 908261 SG apnic ANSPL-AS-AP ALPHA NETWORKS SOLUTION PTE. LTD., SG
route-views.sg.routeviews.org 9268 27.111.230.65 888662 AU apnic OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.sg.routeviews.org 137491 27.111.229.238 178 BD apnic PEEREX-NET-AS-AP PEEREX NETWORKS LTD.IIG, BD
route-views.sg.routeviews.org 62955 27.111.228.162 23 US arin EBAYMTBB, US
route-views.sg.routeviews.org 17639 27.111.229.71 391 PH apnic CONVERGE-AS Converge ICT Solutions Inc., PH
route-views.sg.routeviews.org 38880 27.111.228.169 918854 AU apnic M21-AS-AP Micron21 Datacentre Pty Ltd, AU
route-views.sg.routeviews.org 199524 27.111.228.222 888608 LU ripencc GCORE, LU
route-views.sg.routeviews.org 137367 27.111.229.148 1119 ID apnic IFORTE-NAP-AS-ID PT iForte Solusi Infotek, ID
route-views.sg.routeviews.org 58952 27.111.229.109 169410 MM apnic FRONTIIRCOLTD-MM Frontiir Co. Ltd, MM
route-views.sg.routeviews.org 16552 27.111.229.252 884385 US arin TIGGEE, US
route-views.sg.routeviews.org 4637 27.111.228.4 72122 HK apnic ASN-TELSTRA-GLOBAL Telstra Global, HK
route-views.sg.routeviews.org 18106 27.111.228.6 909403 SG apnic VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views.sg.routeviews.org 58682 27.111.228.13 1100 BD apnic LEVEL3-BD Level3 Carrier Ltd., BD
route-views.sg.routeviews.org 4844 27.111.228.26 9 SG apnic SUPERINTERNET-AS-AP SuperInternet ACCESS Pte Ltd, SG
route-views.sg.routeviews.org 3491 27.111.228.43 874925 US arin BTN-ASN, US
route-views.sg.routeviews.org 38182 27.111.228.61 217 MY apnic EXTREMEBB-AS-MY Extreme Broadband - Total Broadband Experience, MY
route-views.sg.routeviews.org 7713 27.111.228.77 887843 ID apnic TELKOMNET-AS-AP PT Telekomunikasi Indonesia, ID
route-views.sg.routeviews.org 6762 27.111.228.111 172447 IT ripencc SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT
route-views.sg.routeviews.org 9583 27.111.228.121 3116 IN apnic SIFY-AS-IN Sify Limited, IN
route-views.sg.routeviews.org 24115 27.111.228.122 122746 SG apnic ASN-EQIX-MLPE Equinix, SG
route-views.sg.routeviews.org 24115 27.111.228.123 122573 SG apnic ASN-EQIX-MLPE Equinix, SG
route-views.sg.routeviews.org 7713 27.111.228.155 887858 ID apnic TELKOMNET-AS-AP PT Telekomunikasi Indonesia, ID
route-views.sg.routeviews.org 24482 27.111.228.159 884290 SG apnic SGGS-AS-AP SG.GS, SG
route-views.sg.routeviews.org 45494 27.111.228.161 6 NP apnic LAHAI-SG NREN ASN for Misc. Root Servers and Community, NP
route-views.sg.routeviews.org 136168 27.111.228.170 303 MM apnic CAMPANA-AS-AP Campana MYTHIC Co. Ltd., MM
route-views.sg.routeviews.org 59318 27.111.228.197 28534 KH apnic SINET-KH SINET Fiber One, Cambodias Fastest Broadband Service., KH
route-views.sg.routeviews.org 14061 27.111.228.201 884572 US arin DIGITALOCEAN-ASN, US
route-views.sg.routeviews.org 9902 27.111.228.211 178362 KH apnic NEOCOMISP-KH-AP NEOCOMISP LIMITED, IPTX Transit and Network Service Provider in Cambodia., KH
route-views.sg.routeviews.org 4775 27.111.228.226 817 PH apnic GLOBE-TELECOM-AS Globe Telecoms, PH
route-views.sg.routeviews.org 59605 27.111.228.227 500 BH ripencc ZAINGP-AS, BH
route-views.sg.routeviews.org 134363 27.111.228.231 3 SG apnic EZIT-AS-AP EZIT Solutions Pte Ltd, SG
route-views.sg.routeviews.org 58601 27.111.228.248 202 BD apnic AAMRA-ATL-BD Aamra technologies limited, BD
route-views.sg.routeviews.org 63516 27.111.229.15 128 ID apnic TRANSIX-AS-NET Transhybrid Internet Xchange, ID
route-views.sg.routeviews.org 8529 27.111.229.38 1365 OM ripencc OMANTEL-AS Sultanate of Oman, OM
route-views.sg.routeviews.org 24516 27.111.229.111 887746 AU apnic VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
route-views.sg.routeviews.org 8220 27.111.229.123 874780 GB ripencc COLT COLT Technology Services Group Limited, GB
route-views.sg.routeviews.org 58511 27.111.229.175 886249 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.sg.routeviews.org 17639 27.111.229.239 411 PH apnic CONVERGE-AS Converge ICT Solutions Inc., PH
route-views.siex.routeviews.org 50839 185.1.206.1 11 IT ripencc SIEX-IXP Southern Internet Exchange - AS50839, IT
route-views.siex.routeviews.org 212271 185.1.206.3 10 IT ripencc C1V-HOSTING-FIBER, IT
route-views.siex.routeviews.org 50839 2001:7f8:112::1 78 IT ripencc SIEX-IXP Southern Internet Exchange - AS50839, IT
route-views.siex.routeviews.org 212271 2001:7f8:112::3 78 IT ripencc C1V-HOSTING-FIBER, IT
route-views.soxrs.routeviews.org 13004 185.1.27.1 158040 RS ripencc SOX, RS
route-views.soxrs.routeviews.org 13004 185.1.27.5 158040 RS ripencc SOX, RS
route-views.soxrs.routeviews.org 9009 185.1.27.77 12 GB ripencc M247, GB
route-views.soxrs.routeviews.org 13004 2001:7f8:1e::1 54572 RS ripencc SOX, RS
route-views.soxrs.routeviews.org 13004 2001:7f8:1e::5 54572 RS ripencc SOX, RS
route-views.soxrs.routeviews.org 9009 2001:7f8:1e::77 4 GB ripencc M247, GB
route-views.sydney.routeviews.org 63956 45.127.172.2 66427 AU apnic COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views.sydney.routeviews.org 4739 45.127.172.20 905935 AU apnic INTERNODE-AS Internode Pty Ltd, AU
route-views.sydney.routeviews.org 9266 45.127.172.38 156015 HK apnic FIVEWAYS-HK Fiveways International Limited, HK
route-views.sydney.routeviews.org 7575 45.127.172.46 893713 AU apnic AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views.sydney.routeviews.org 63920 45.127.172.49 557275 AU apnic VOSTRO-AS-AP VostroNet, AU
route-views.sydney.routeviews.org 4826 45.127.172.74 904533 AU apnic VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
route-views.sydney.routeviews.org 199524 45.127.172.78 886142 LU ripencc GCORE, LU
route-views.sydney.routeviews.org 3491 45.127.172.80 876879 US arin BTN-ASN, US
route-views.sydney.routeviews.org 58511 45.127.172.149 886246 AU apnic ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.sydney.routeviews.org 9268 45.127.172.178 0 AU apnic OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.sydney.routeviews.org 24516 45.127.172.196 887746 AU apnic VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
route-views.sydney.routeviews.org 714 45.127.172.208 1019 US arin APPLE-ENGINEERING, US
route-views.sydney.routeviews.org 38880 45.127.172.212 0 AU apnic M21-AS-AP Micron21 Datacentre Pty Ltd, AU
route-views.sydney.routeviews.org 62955 45.127.172.221 22 US arin EBAYMTBB, US
route-views.sydney.routeviews.org 62955 45.127.172.222 22 US arin EBAYMTBB, US
route-views.sydney.routeviews.org 135895 45.127.173.40 909792 AU apnic CT-AS Centorrino Technologies Pty Ltd, AU
route-views.sydney.routeviews.org 398465 45.127.173.76 904860 US arin RACKDOG-LLC, US
route-views.telxatl.routeviews.org 19151 198.32.132.12 879926 US arin BBO-1, US
route-views.telxatl.routeviews.org 4181 198.32.132.28 874175 US arin TDS-AS, US
route-views.telxatl.routeviews.org 6939 198.32.132.75 902142 US arin HURRICANE, US
route-views.telxatl.routeviews.org 53274 198.32.132.84 19 US arin SKYRUNNER-INC, US
route-views.telxatl.routeviews.org 33132 198.32.132.88 464 US arin FIBERNET-DIRECT, US
route-views.telxatl.routeviews.org 15008 198.32.132.106 7 US arin AISG, US
route-views.telxatl.routeviews.org 16700 198.32.132.114 15 US arin ROSENET-1, US
route-views.telxatl.routeviews.org 13760 198.32.132.129 878250 US arin UNITI-FIBER, US
route-views.telxatl.routeviews.org 6082 198.32.132.152 875956 US arin IPIFONY-AS, US
route-views.telxatl.routeviews.org 53828 198.32.132.155 876057 US arin NITEL, US
route-views.telxatl.routeviews.org 26744 198.32.132.167 359 US arin PCL, US
route-views.telxatl.routeviews.org 23367 198.32.132.201 168136 US arin AS-ADN, US
route-views.telxatl.routeviews.org 199524 198.32.132.241 875077 LU ripencc GCORE, LU
route-views.uaeix.routeviews.org 48237 185.1.8.3 1463 SA ripencc MOBILY-AS, SA
route-views.uaeix.routeviews.org 42473 185.1.8.11 915786 AT ripencc AS-ANEXIA ANEXIA Internetdienstleistungs GmbH, AT
route-views.uaeix.routeviews.org 4455 185.1.8.13 6 GB ripencc BSO, GB
route-views.uaeix.routeviews.org 57187 185.1.8.17 105 AE ripencc DATAMENA-ASN, AE
route-views.uaeix.routeviews.org 60924 185.1.8.23 913613 IE ripencc ORIXCOM, IE
route-views.uaeix.routeviews.org 29357 185.1.8.29 296 KW ripencc WATANIYATELECOM-AS, KW
route-views.uaeix.routeviews.org 62458 185.1.8.45 2 AE ripencc MBC-AS MBC FZ LLC, AE
route-views.uaeix.routeviews.org 51375 185.1.8.53 0 BH ripencc VIVA, BH
route-views.uaeix.routeviews.org 49544 185.1.8.59 17 NL ripencc I3DNET, NL
route-views.uaeix.routeviews.org 21859 185.1.8.61 50 US arin ZEN-ECN, US
route-views.uaeix.routeviews.org 60924 185.1.8.65 913613 IE ripencc ORIXCOM, IE
route-views.uaeix.routeviews.org 21245 185.1.8.68 1 TR ripencc MEDIANOVA-CDN, TR
route-views.uaeix.routeviews.org 35753 185.1.8.85 669 SA ripencc ITC ITC AS number, SA
route-views.uaeix.routeviews.org 49832 185.1.8.103 0 AE ripencc AS-QBIC, AE
route-views.uaeix.routeviews.org 4455 2001:7f8:73::1167:0:1 2 GB ripencc BSO, GB
route-views.uaeix.routeviews.org 21245 2001:7f8:73::52fd:0:1 0 TR ripencc MEDIANOVA-CDN, TR
route-views.uaeix.routeviews.org 21859 2001:7f8:73::5563:0:1 10 US arin ZEN-ECN, US
route-views.uaeix.routeviews.org 29357 2001:7f8:73::72ad:0:1 11 KW ripencc WATANIYATELECOM-AS, KW
route-views.uaeix.routeviews.org 35753 2001:7f8:73::8ba9:0:2 50 SA ripencc ITC ITC AS number, SA
route-views.uaeix.routeviews.org 48237 2001:7f8:73::8beb:0:1 115 SA ripencc MOBILY-AS, SA
route-views.uaeix.routeviews.org 42473 2001:7f8:73::a5e9:0:1 145020 AT ripencc AS-ANEXIA ANEXIA Internetdienstleistungs GmbH, AT
route-views.uaeix.routeviews.org 49544 2001:7f8:73::c188:0:1 13 NL ripencc I3DNET, NL
route-views.uaeix.routeviews.org 49832 2001:7f8:73::c2a8:0:3 0 AE ripencc AS-QBIC, AE
route-views.uaeix.routeviews.org 57187 2001:7f8:73::df63:0:2 2 AE ripencc DATAMENA-ASN, AE
route-views.uaeix.routeviews.org 60924 2001:7f8:73::edfc:0:1 141193 IE ripencc ORIXCOM, IE
route-views.uaeix.routeviews.org 60924 2001:7f8:73::edfc:0:2 141193 IE ripencc ORIXCOM, IE
route-views.uaeix.routeviews.org 62458 2001:7f8:73::f3fa:0:1 0 AE ripencc MBC-AS MBC FZ LLC, AE
route-views.wide.routeviews.org 4777 202.249.2.20 4 JP apnic APNIC-NSPIXP2-AS Asia Pacific Network Information Centre, JP
route-views.wide.routeviews.org 2500 202.249.2.83 744 JP apnic WIDE-BB WIDE Project, JP
route-views.wide.routeviews.org 7500 202.249.2.86 909146 JP apnic M-ROOT-DNS WIDE Project, JP
route-views.wide.routeviews.org 2497 202.249.2.169 887885 JP apnic IIJ Internet Initiative Japan Inc., JP
route-views2.routeviews.org 7018 12.0.1.63 873718 US arin ATT-INTERNET4, US
route-views2.routeviews.org 57866 37.139.139.17 875111 NL ripencc FUSIX-AS, NL
route-views2.routeviews.org 22652 45.61.0.85 878238 CA arin FIBRENOIRE-INTERNET, CA
route-views2.routeviews.org 1299 62.115.128.137 0 SE ripencc TWELVE99 Arelion, fka Telia Carrier, SE
route-views2.routeviews.org 6939 64.71.137.241 902825 US arin HURRICANE, US
route-views2.routeviews.org 8492 85.114.0.217 894113 RU ripencc OBIT-AS OBIT Ltd., RU
route-views2.routeviews.org 57463 87.121.64.4 396955 BG ripencc NETIX, BG
route-views2.routeviews.org 3257 89.149.178.10 873974 US ripencc GTT-BACKBONE GTT, US
route-views2.routeviews.org 49788 91.218.184.60 877970 NO ripencc NEXTHOP, NO
route-views2.routeviews.org 31019 91.228.151.1 885363 NL ripencc MEANIE Meanie Heavy Industries, NL
route-views2.routeviews.org 34224 94.156.252.18 880351 BG ripencc NETERRA-AS, BG
route-views2.routeviews.org 11686 96.4.0.55 900045 US arin ENA, US
route-views2.routeviews.org 2914 129.250.1.71 874308 US arin NTT-LTD-2914, US
route-views2.routeviews.org 701 137.39.3.55 874630 US arin UUNET, US
route-views2.routeviews.org 2152 137.164.16.84 876541 US arin CSUNET-NW, US
route-views2.routeviews.org 20130 140.192.8.16 905140 US arin DEPAUL, US
route-views2.routeviews.org 1239 144.228.241.130 56762 US arin SPRINTLINK, US
route-views2.routeviews.org 3130 147.28.7.1 875090 EE ripencc RGNET-SEA RGnet Seattle Westin, EE
route-views2.routeviews.org 3130 147.28.7.2 875088 EE ripencc RGNET-SEA RGnet Seattle Westin, EE
route-views2.routeviews.org 53767 162.251.163.2 872826 US arin ICASTCENTER, US
route-views2.routeviews.org 11537 163.253.3.14 22183 US arin INTERNET2-RESEARCH-EDU, US
route-views2.routeviews.org 3741 168.209.255.56 879675 ZA afrinic IS, ZA
route-views2.routeviews.org 5413 194.153.0.253 876101 GB ripencc AS5413, GB
route-views2.routeviews.org 1403 198.58.198.252 880937 CA arin EBOX, CA
route-views2.routeviews.org 293 198.129.33.85 904695 US arin ESNET, US
route-views2.routeviews.org 18106 202.73.40.45 909397 SG apnic VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views2.routeviews.org 24441 202.93.8.242 4355 KH apnic CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views2.routeviews.org 2497 202.232.0.3 888148 JP apnic IIJ Internet Initiative Japan Inc., JP
route-views2.routeviews.org 1221 203.62.252.83 881531 AU apnic ASN-TELSTRA Telstra Corporation Ltd, AU
route-views2.routeviews.org 7660 203.181.248.168 721377 JP apnic APAN-JP Asia Pacific Advanced Network - Japan, JP
route-views2.routeviews.org 23673 203.189.128.233 921066 KH apnic ONLINE-AS Cogetel Online, Cambodia, ISP, KH
route-views2.routeviews.org 3561 206.24.210.80 872836 US arin CENTURYLINK-LEGACY-SAVVIS, US
route-views2.routeviews.org 3549 208.51.134.246 873637 US arin LVLT-3549, US
route-views2.routeviews.org 3549 208.51.134.255 874309 US arin LVLT-3549, US
route-views2.routeviews.org 20912 212.66.96.126 877696 IT ripencc ASN-PANSERVICE, IT
route-views2.routeviews.org 13030 213.144.128.203 877805 CH ripencc INIT7, CH
route-views2.routeviews.org 3303 217.192.89.50 900797 CH ripencc SWISSCOM Swisscom Switzerland Ltd, CH
route-views2.saopaulo.routeviews.org 28352 187.16.209.23 74 BR lacnic NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org 266925 187.16.209.75 3146 BR lacnic UPIX NETWORKS, BR
route-views2.saopaulo.routeviews.org 28352 187.16.209.149 40 BR lacnic NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org 61595 187.16.210.50 888752 BR lacnic TELIC TECHNOLOGIES, BR
route-views2.saopaulo.routeviews.org 52814 187.16.210.177 899972 BR lacnic INTERNET PLAY LTDA, BR
route-views2.saopaulo.routeviews.org 264311 187.16.212.147 7 BR lacnic Plug Supernet Telecon Servicos de Informatica Ltda, BR
route-views2.saopaulo.routeviews.org 268560 187.16.213.13 6 BR lacnic VIPTELECOM INTERNET BANDA LARGA EIRELI - ME, BR
route-views2.saopaulo.routeviews.org 52694 187.16.216.13 837171 BR lacnic NEXSUL TELECOM LTDA, BR
route-views2.saopaulo.routeviews.org 266437 187.16.216.58 888999 BR lacnic Rodrigo Fernandes Miniello - ME, BR
route-views2.saopaulo.routeviews.org 13786 187.16.217.161 162152 US arin SEABRAS-1, US
route-views2.saopaulo.routeviews.org 7195 187.16.217.238 8271 CO lacnic EDGEUNO SAS, CO
route-views2.saopaulo.routeviews.org 267056 187.16.218.12 67 BR lacnic EVEREST RIDGE CONSULTORIA EM REDES DE COM LTDA, BR
route-views2.saopaulo.routeviews.org 267279 187.16.218.47 4 BR lacnic RIVALDO VITURINO NUNES BORGES - ME, BR
route-views2.saopaulo.routeviews.org 268207 187.16.218.81 8 BR lacnic RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org 268976 187.16.218.138 899590 BR lacnic Weclix Telecom SA, BR
route-views2.saopaulo.routeviews.org 263009 187.16.218.226 407591 BR lacnic FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org 61832 187.16.219.20 894779 BR lacnic Fortel Fortaleza Telecomunicacoes Ltda, BR
route-views2.saopaulo.routeviews.org 16552 187.16.219.29 892758 US arin TIGGEE, US
route-views2.saopaulo.routeviews.org 28186 187.16.219.51 898756 BR lacnic ITS TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org 268551 187.16.219.76 3 BR lacnic DMC TELECOM, BR
route-views2.saopaulo.routeviews.org 263444 187.16.219.181 170481 BR lacnic Open X Tecnologia Ltda, BR
route-views2.saopaulo.routeviews.org 263541 187.16.219.247 896368 BR lacnic IMF NETWORK DATA LTDA - ME, BR
route-views2.saopaulo.routeviews.org 267613 187.16.220.80 901777 BR lacnic ELETRONET S.A., BR
route-views2.saopaulo.routeviews.org 57695 187.16.220.159 888272 US ripencc MISAKA Misaka Network, Inc., US
route-views2.saopaulo.routeviews.org 52873 187.16.220.216 888963 BR lacnic Softdados Telecomunicacoes, BR
route-views2.saopaulo.routeviews.org 49544 187.16.220.229 8 NL ripencc I3DNET, NL
route-views2.saopaulo.routeviews.org 265187 187.16.221.155 11955 BR lacnic STEEL WEB PROVEDORES DE ACESSO LTDA, BR
route-views2.saopaulo.routeviews.org 37468 187.16.221.193 37097 AO afrinic ANGOLA-CABLES, AO
route-views2.saopaulo.routeviews.org 264409 187.16.221.229 246284 BR lacnic GRUPO YAX, BR
route-views2.saopaulo.routeviews.org 199524 187.16.222.16 888383 LU ripencc GCORE, LU
route-views2.saopaulo.routeviews.org 263237 187.16.222.45 1413 CL lacnic PowerHost Telecom SPA, CL
route-views2.saopaulo.routeviews.org 265950 187.16.222.78 18 BR lacnic HLP MOBILE AND WORLDWIDE TRACKING, BR
route-views2.saopaulo.routeviews.org 262507 187.16.222.105 7 BR lacnic Global Osi Brasil Telecomunicacoes e Conectividade, BR
route-views2.saopaulo.routeviews.org 264479 187.16.222.156 896986 BR lacnic Turbozone Internet, BR
route-views2.saopaulo.routeviews.org 262791 187.16.222.168 169681 BR lacnic EMI NET TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org 263009 187.16.222.221 877272 BR lacnic FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org 199524 187.16.222.229 888383 LU ripencc GCORE, LU
route-views2.saopaulo.routeviews.org 266413 187.16.223.174 3 BR lacnic VIVA TECNOLOGIA TELECOM, BR
route-views2.saopaulo.routeviews.org 52694 2001:12f8::13 137553 BR lacnic NEXSUL TELECOM LTDA, BR
route-views2.saopaulo.routeviews.org 266437 2001:12f8::58 139923 BR lacnic Rodrigo Fernandes Miniello - ME, BR
route-views2.saopaulo.routeviews.org 28352 2001:12f8::209:23 12 BR lacnic NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org 266925 2001:12f8::209:75 0 BR lacnic UPIX NETWORKS, BR
route-views2.saopaulo.routeviews.org 28352 2001:12f8::209:149 11 BR lacnic NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org 61595 2001:12f8::210:50 141308 BR lacnic TELIC TECHNOLOGIES, BR
route-views2.saopaulo.routeviews.org 52814 2001:12f8::210:177 143644 BR lacnic INTERNET PLAY LTDA, BR
route-views2.saopaulo.routeviews.org 264311 2001:12f8::212:147 7 BR lacnic Plug Supernet Telecon Servicos de Informatica Ltda, BR
route-views2.saopaulo.routeviews.org 268560 2001:12f8::213:13 5 BR lacnic VIPTELECOM INTERNET BANDA LARGA EIRELI - ME, BR
route-views2.saopaulo.routeviews.org 13786 2001:12f8::217:161 34153 US arin SEABRAS-1, US
route-views2.saopaulo.routeviews.org 7195 2001:12f8::217:238 2681 CO lacnic EDGEUNO SAS, CO
route-views2.saopaulo.routeviews.org 267056 2001:12f8::218:12 48 BR lacnic EVEREST RIDGE CONSULTORIA EM REDES DE COM LTDA, BR
route-views2.saopaulo.routeviews.org 267279 2001:12f8::218:47 1 BR lacnic RIVALDO VITURINO NUNES BORGES - ME, BR
route-views2.saopaulo.routeviews.org 268207 2001:12f8::218:81 2 BR lacnic RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org 268976 2001:12f8::218:138 141539 BR lacnic Weclix Telecom SA, BR
route-views2.saopaulo.routeviews.org 263009 2001:12f8::218:226 126866 BR lacnic FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org 61832 2001:12f8::219:20 1158 BR lacnic Fortel Fortaleza Telecomunicacoes Ltda, BR
route-views2.saopaulo.routeviews.org 16552 2001:12f8::219:29 140744 US arin TIGGEE, US
route-views2.saopaulo.routeviews.org 28186 2001:12f8::219:51 150358 BR lacnic ITS TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org 268551 2001:12f8::219:76 1 BR lacnic DMC TELECOM, BR
route-views2.saopaulo.routeviews.org 263541 2001:12f8::219:247 140593 BR lacnic IMF NETWORK DATA LTDA - ME, BR
route-views2.saopaulo.routeviews.org 267613 2001:12f8::220:80 142647 BR lacnic ELETRONET S.A., BR
route-views2.saopaulo.routeviews.org 57695 2001:12f8::220:159 61 US ripencc MISAKA Misaka Network, Inc., US
route-views2.saopaulo.routeviews.org 52873 2001:12f8::220:216 137555 BR lacnic Softdados Telecomunicacoes, BR
route-views2.saopaulo.routeviews.org 49544 2001:12f8::220:229 9 NL ripencc I3DNET, NL
route-views2.saopaulo.routeviews.org 265187 2001:12f8::221:155 4116 BR lacnic STEEL WEB PROVEDORES DE ACESSO LTDA, BR
route-views2.saopaulo.routeviews.org 37468 2001:12f8::221:193 6961 AO afrinic ANGOLA-CABLES, AO
route-views2.saopaulo.routeviews.org 264409 2001:12f8::221:229 78095 BR lacnic GRUPO YAX, BR
route-views2.saopaulo.routeviews.org 199524 2001:12f8::222:16 139494 LU ripencc GCORE, LU
route-views2.saopaulo.routeviews.org 263237 2001:12f8::222:45 18 CL lacnic PowerHost Telecom SPA, CL
route-views2.saopaulo.routeviews.org 262507 2001:12f8::222:105 1 BR lacnic Global Osi Brasil Telecomunicacoes e Conectividade, BR
route-views2.saopaulo.routeviews.org 264479 2001:12f8::222:156 70491 BR lacnic Turbozone Internet, BR
route-views2.saopaulo.routeviews.org 262791 2001:12f8::222:168 60983 BR lacnic EMI NET TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org 263009 2001:12f8::222:221 138251 BR lacnic FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org 199524 2001:12f8::222:229 139494 LU ripencc GCORE, LU
route-views2.saopaulo.routeviews.org 266413 2001:12f8::223:174 15 BR lacnic VIVA TECNOLOGIA TELECOM, BR
route-views3.routeviews.org 202365 5.255.90.109 889632 TR ripencc CHRONOS, TR
route-views3.routeviews.org 54574 38.19.140.162 885713 US arin DMIT, US
